productID,UPC,productName,quantityNeeded,quantityOnHand,minimumQuantity,brandName,category,storageLocation,store,addressLine1,addressLine2,city,stateAbbrev,zipCode
172720,3338318168,"Cookies, chocolate sandwich, with extra creme filling",2,1,1,generic,Cookies & Biscuits,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
172723,3338318176,"Cookies, marshmallow, chocolate-coated (includes marshmallow pies)",3,2,2,generic,Cookies & Biscuits,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
172725,3338318178,"Cookies, oatmeal, commercially prepared, regular",2,0,1,generic,Cookies & Biscuits,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
174965,3338318190,"Cookies, peanut butter sandwich, regular",2,0,1,generic,Cookies & Biscuits,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
174971,3338318204,"Cookies, sugar, commercially prepared, regular (includes vanilla)",2,2,2,generic,Cookies & Biscuits,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
172738,3338318211,"Puff pastry, frozen, ready-to-bake, baked",1,1,1,generic,Pastry Shells & Fillings,Pantry,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
172739,3338318216,"Crackers, crispbread, rye",1,1,1,generic,Crackers & Biscotti,Pantry,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
174980,3338318223,"Crackers, milk",2,0,1,generic,Crackers & Biscotti,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
172754,3338318245,"Danish pastry, cheese",1,1,1,generic,"Cakes, Cupcakes, Snack Cakes",Pantry,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
172780,3338318308,"Pie, cherry, commercially prepared",2,0,1,generic,Pastry Shells & Fillings,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
172785,3338318320,"Pie, lemon meringue, commercially prepared",2,0,1,generic,Pastry Shells & Fillings,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
175021,3338318324,"Pie, pecan, commercially prepared",3,2,2,generic,Pastry Shells & Fillings,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
167957,3338319030,"Syrup, fruit flavored",3,3,3,generic,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
167992,3338319109,"Candies, KIT KAT Wafer Bar",2,2,2,generic,Candy,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
169588,3338319154,"Candies, sesame crunch",2,0,1,generic,Candy,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
168770,3338319162,"Candies, WHATCHAMACALLIT Candy Bar",1,1,1,generic,Canned Soup,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
169598,3338319176,"Gelatin desserts, dry mix, reduced calorie, with aspartame, prepared with water",2,1,1,generic,"Cake, Cookie & Cupcake Mixes",Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
168815,3338319293,"Frozen yogurts, vanilla, soft-serve",1,1,1,generic,Yogurt,Refrigerator,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
168822,3338319312,"Pie fillings, apple, canned",2,0,1,generic,Pastry Shells & Fillings,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
168836,3338319349,"Syrups, corn, dark",3,2,2,generic,Sauces/Spreads/Dips/Condiments,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
169687,3338319438,"Snacks, KELLOGG, KELLOGG'S RICE KRISPIES TREATS Squares",3,2,2,generic,"Cakes, Cupcakes, Snack Cakes",Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
170656,3338319858,"Candies, sugar-coated almonds",3,2,2,generic,Candy,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
170676,3338319914,"Candies, M&M MARS 3 MUSKETEERS Truffle Crisp",2,2,2,generic,Candy,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
170677,3338319916,"Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup",2,0,1,generic,Sauces/Spreads/Dips/Condiments,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
170680,3338319923,"Candies, HERSHEYS, PAYDAY Bar",1,1,1,generic,Candy,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
169700,3338320029,"Couscous, cooked",2,0,1,generic,Rice,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
169703,3338320036,"Rice, brown, long-grain, raw (Includes foods for USDA's Food Distribution Program)",2,1,1,generic,Rice,Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
168877,3338320044,"Rice, white, long-grain, regular, raw, enriched",2,2,2,generic,Rice,Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
168896,3338320083,"Wheat flour, white, bread, enriched",2,0,1,generic,Flours & Corn Meal,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
168905,3338320113,"Noodles, chinese, chow mein",1,1,1,generic,Pasta/Noodles,Pantry,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
173266,3338321003,"Fast foods, biscuit, with egg and bacon",2,2,2,generic,"Frozen Breakfast Sandwiches, Biscuits & Meals",Chest Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
170292,3338321080,"Fast foods, nachos, with cheese, beans, ground beef, and tomatoes",2,2,2,generic,Frozen Appetizers & Hors D'oeuvres,Chest Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
170317,3338321224,"Pizza, cheese topping, regular crust, frozen, cooked",2,2,2,generic,Frozen Dinners & Entrees,Chest Freezer,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
170716,3338321227,"Pizza, meat and vegetable topping, rising crust, frozen, cooked",3,3,3,generic,Frozen Dinners & Entrees,Chest Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
173322,3338321410,"Fast foods, bagel, with egg, sausage patty, cheese, and condiments",3,3,3,generic,"Frozen Breakfast Sandwiches, Biscuits & Meals",Chest Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
170356,3338321464,"Fast Foods, Fried Chicken, Breast, meat only, skin and breading removed",1,1,1,generic,Meat/Poultry/Other Animals  Prepared/Processed,Refrigerator-Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
173331,3338322906,"Chicken pot pie, frozen entree, prepared",3,3,3,generic,Frozen Dinners & Entrees,Chest Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
172104,3338322954,"Egg rolls, chicken, refrigerated, heated",1,1,1,generic,Frozen Appetizers & Hors D'oeuvres,Chest Freezer,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
171750,3338323339,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw",3,3,3,generic,Meat/Poultry/Other Animals Fresh,Chest Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
173139,3338325020,"Formulated bar, SLIM-FAST OPTIMA meal bar, milk chocolate peanut",2,2,2,generic,"Snack, Energy & Granola Bars",Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
174799,3338325051,"Snacks, CLIF BAR, mixed flavors",2,1,1,generic,"Snack, Energy & Granola Bars",Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
171837,3338328291,"Cookies, animal, with frosting or icing",2,1,1,generic,Cookies & Biscuits,Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
174082,3338328296,"Cake, snack cakes, creme-filled, chocolate with frosting, low-fat, with added fiber",2,2,2,generic,"Cakes, Cupcakes, Snack Cakes",Pantry,Trader Joe's,2285 NW 185th Ave,null,Hillsboro,OR,97124
174104,3338328345,"Crackers, gluten-free, multi-seeded and multigrain",2,1,1,generic,Crackers & Biscotti,Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
167606,3338331023,"Sweet Potatoes, french fried, frozen as packaged, salt added in processing",2,1,1,generic,Frozen Vegetables,Chest Freezer,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
169771,3338332006,"Taquitos, frozen, chicken and cheese, oven-heated",1,1,1,generic,Frozen Appetizers & Hors D'oeuvres,Chest Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
169773,3338332013,"Potsticker or wonton, pork and vegetable, frozen, unprepared",3,2,2,generic,Frozen Appetizers & Hors D'oeuvres,Chest Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
168963,3338332028,"Turnover, filled with egg, meat and cheese, frozen",2,0,1,generic,Frozen Appetizers & Hors D'oeuvres,Chest Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
169781,3338332032,"Sausage, egg and cheese breakfast biscuit",1,1,1,generic,"Frozen Breakfast Sandwiches, Biscuits & Meals",Chest Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
169792,3338333878,"Babyfood, GERBER, Banana with orange medley",3,2,2,generic,Baby Food,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
169015,3338336012,"Restaurant, family style, fried mozzarella sticks",3,2,2,generic,Frozen Appetizers & Hors D'oeuvres,Chest Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
167681,3338342055,"Beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame",2,2,2,generic,Beverages,Pantry,Trader Joe's,2285 NW 185th Ave,null,Hillsboro,OR,97124
167684,3338342116,"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie",2,1,1,generic,Salad Dressing & Mayonnaise,Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
167689,3338342148,"Candies, MARS SNACKFOOD US, M&M's Peanut Butter Chocolate Candies",3,2,2,generic,Candy,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
169859,3338342240,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, with almonds",1,1,1,generic,Cereal,Pantry,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
169041,3338342265,"Cereals ready-to-eat, POST, GREAT GRAINS, Raisin, Date & Pecan",2,1,1,generic,Cereal,Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
169863,3338342272,"Snacks, granola bar, with coconut, chocolate coated",3,3,3,generic,"Snack, Energy & Granola Bars",Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
169870,3338342297,"Cereals ready-to-eat, POST GREAT GRAINS Banana Nut Crunch",2,2,2,generic,Cereal,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
169051,3338342304,"Cheese, mozzarella, nonfat",2,0,1,generic,Dairy,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
169871,3338342316,"Babyfood, carrots, toddler",3,2,2,generic,Baby Food,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
169873,3338343006,"Babyfood, fruit, tutti frutti, strained",2,2,2,generic,Baby Food,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
169884,3338343114,"Vermicelli, made from soy",3,3,3,generic,Pasta/Noodles,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
169887,3338343130,"Frankfurter, meatless",1,1,1,generic,Meat/Poultry/Other Animals  Prepared/Processed,Chest Freezer,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
169902,3338343282,"Quail, cooked, total edible",2,2,2,generic,Meat/Poultry/Other Animals  Prepared/Processed,Refrigerator-Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
168131,3338343507,"Frankfurter, low sodium",3,2,2,generic,Meat/Poultry/Other Animals  Prepared/Processed,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
167727,3338343528,"Beverages, ABBOTT, ENSURE PLUS, ready-to-drink",3,2,2,generic,Beverages,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
168138,3338343570,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, honey roasted",3,3,3,generic,Cereal,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
167735,3338343597,"Cheese, mozzarella, low sodium",2,1,1,generic,Dairy,Refrigerator,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
168143,3338344061,"Puddings, chocolate flavor, low calorie, instant, dry mix",2,0,1,generic,"Cakes, Cupcakes, Snack Cakes",Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
589306,4656700550,FRENCH CUT GREEN BEANS,2,2,2,Raley's,Frozen Vegetables,Chest Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
1058799,4656700829,ORIGINAL SYRUP,2,0,1,Raley's,Syrups & Molasses,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
525386,7078400802,8-INCH FLOUR TORTILLAS,3,2,2,"Tops Markets, LLC",Mexican Dinner Mixes,Pantry,Walmart,220 N Adair St,null,Cornelius,OR,97113
655676,7078402368,"BLENDED LOWFAT YOGURT, STRAWBERRY",2,2,1,"Tops Markets, LLC",Yogurt,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
657756,7078450829,"MIXED NUTS WITH PEANUTS, LIGHTLY SALTED",3,3,1,"Tops Markets, LLC","Popcorn, Peanuts, Seeds & Related Snacks",Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
449252,7203671274,STEAMABLE BRUSSELS SPROUTS & BUTTER,1,1,1,Harris-Teeter Inc.,Frozen Vegetables,Chest Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
449266,7203671660,CRINKLE CUT CARROTS,2,1,2,Harris-Teeter Inc.,Frozen Vegetables,Refrigerator-Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
836194,7203671693,"GREEN SUGAR DESSERT TOPPINGS, GREEN SUGAR",3,1,2,Harris-Teeter Inc.,Baking Decorations & Dessert Toppings,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
461666,7203671863,SAUCE,2,0,1,Harris-Teeter Inc.,"Ketchup, Mustard, BBQ & Cheese Sauce",Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
729942,7203671874,DEEP DISH PIE CRUST,3,3,1,Harris-Teeter Inc.,Frozen Bread & Dough,Chest Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
733992,7203688168,MIXED BEANS READY VEGGIES,3,1,2,HARRIS TEETER,Pre-Packaged Fruit & Vegetables,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
528059,7203698591,CUT SWEET POTATOES PACKED IN SYRUP,2,1,2,Harris-Teeter Inc.,Canned Vegetables,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
681542,7789043254,"KOSHER DILL, MINI",2,1,1,"Wegmans Food Markets, Inc.","Pickles, Olives, Peppers & Relishes",Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
684724,7789043512,"THIN CRUST PIZZA, CHEESE",1,1,1,"Wegmans Food Markets, Inc.",Pizza,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
714728,7789046703,"WHITE JASMINE RICE, WHITE",1,2,1,"Wegmans Food Markets, Inc.",Rice,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
519462,8725070087,MYRTLES MILK CHOCOLATE CRANBERRY ALMOND,3,2,2,Long Grove Confectionery Co.,Chocolate,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
707962,9542041496,SNICKERDOODLE WHITE CHOCOLATE TRUFFLES,2,0,1,Lindt & Sprungli (Schweiz) AG,Chocolate,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
863978,10700807229,"PEANUT CARAMEL BAR, PEANUT CARAMEL",2,1,1,"Leaf, Inc.",Candy,Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
568692,10994000108,POTATO CHIPS,3,3,1,SHOPKO MARKET,"Chips, Pretzels & Snacks",Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
413542,11110000446,"PRIVATE SELECTION, SALTED CARAMEL BROWNIES",2,2,1,The Kroger Co.,"Cakes, Cupcakes, Snack Cakes",Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
920314,11110031587,"LAVENDER INFUSED SUGAR, LAVENDER",2,0,1,The Kroger Co.,"Granulated, Brown & Powdered Sugar",Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
412973,11110428622,1% LOW FAT MILK,2,0,1,The Kroger Co.,Milk,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
404894,11110740267,"KROGER, RAINBOW GELATIN",3,2,2,The Kroger Co.,"Gelatin, Gels, Pectins & Desserts",Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
477519,11110741349,ROASTED SALSA,1,1,1,The Kroger Co.,Dips & Salsa,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
826376,11110783776,"PRIVATE SELECTION, TART CHERRY & WHITE PEACH FRUIT FILLING, MICHIGAN CHERRIES BLENDED WITH CALIFORNIA PEACHES, MICHIGAN CHERRIES BLENDED WITH CALIFORNIA PEACHES",2,0,1,The Kroger Co.,Pastry Shells & Fillings,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
402125,11110808042,"KROGER, WHOLE KERNEL SWEET GOLDEN CORN",2,2,1,The Kroger Co.,Canned Vegetables,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
389577,11110858733,GREAT NORTHERN BEANS,3,1,2,The Kroger Co.,Vegetable and Lentil Mixes,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
603781,11110860323,"CHOCOLATE FLAVOR FROSTING MIX, CHOCOLATE",2,2,2,The Kroger Co.,"Cake, Cookie & Cupcake Mixes",Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
392006,11110868039,STIR FRY SAUCE,2,1,2,The Kroger Co.,"Oriental, Mexican & Ethnic Sauces",Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
398354,11110877772,"KROGER, FROZEN CONCENTRATED JUICE COCKTAIL, GRAPE",3,1,2,The Kroger Co.,Frozen Fruit & Fruit Juice Concentrates,Refrigerator-Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
396811,11110968968,"SIMPLE TRUTH ORGANIC, ORGANIC GROUND BEEF",2,2,1,The Kroger Co.,Other Meats,Refrigerator-Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
492855,11150541244,"ROUNDY'S, FROZEN CONCENTRATE, RASPBERRY LEMONADE",2,0,1,ROUNDY'S,Frozen Fruit & Fruit Juice Concentrates,Refrigerator-Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
386376,11152070711,RICE SEASONING,2,2,2,KATSUO FUMI FURIKAKE,"Seasoning Mixes, Salts, Marinades & Tenderizers",Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
799843,11152186931,EASY-COOKING PREMIUM KOSHIHIKARI BROWN RICE,2,1,1,JFC International Inc.,Rice,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
439154,11161035633,"SHURFINE, BRAN CRUNCHY WHEAT FLAKES CEREAL, RAISIN",3,1,2,"Topco Associates, Inc.",Cereal,Pantry,Walmart,220 N Adair St,null,Cornelius,OR,97113
527311,11161447627,"FLAKY JUMBO BISCUITS, BUTTER",3,1,2,"Topco Associates, Inc.",Crusts & Dough,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
438914,11161462316,SALTED SWEET CREAM BUTTER,2,1,1,"Topco Associates, Inc.",Butter & Spread,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
489606,11200000165,CHICKEN BREAST PATTIES,1,2,1,"Tyson Foods, Inc.",Frozen Patties and Burgers,Chest Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
387856,11213167954,SEASONING MIX,3,2,2,SPARTAN,"Seasoning Mixes, Salts, Marinades & Tenderizers",Pantry,Walmart,220 N Adair St,null,Cornelius,OR,97113
401441,11225030451,MEDIUM SALSA,2,1,1,Kingston Marketing Co,Dips & Salsa,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
958553,11225122774,"COMBINATION SAUSAGE & PEPPERONI PIZZA, COMBINATION",2,1,2,Kingston Marketing Co,Pizza,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
1084627,11225130236,"SUGAR SOFT COOKIES, SUGAR",2,1,1,Kingston Marketing Co,Cookies & Biscuits,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
1005635,11225175657,"HOT RED CHILE TOMATILLO STREET TACO SAUCE, HOT RED CHILE TOMATILLO",1,1,1,Kingston Marketing Co,"Oriental, Mexican & Ethnic Sauces",Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
552441,11225353116,PUMPKIN PATCH EDIBLE CONFETTI,3,1,2,OVER THE TOP,Baking Decorations & Dessert Toppings,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
598203,11225354410,MINI GINGERBREAD MEN COOKIES,2,0,1,SWEET P'S BAKE SHOP,Cookies & Biscuits,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
447429,11225510359,"VALU TIME, IODIZED SALT",2,0,1,Kingston Marketing Co,"Seasoning Mixes, Salts, Marinades & Tenderizers",Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
1064391,11433115117,"ROASTED CHICKEN, SPINACH, SPICED YOGURT SAUCE, TURMERIC RICE, CHICKEN TANDOORI WITH SPINACH",2,1,1,Deep Foods Inc.,Frozen Dinners & Entrees,Refrigerator-Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
765568,12000071782,Ocean Spray Ruby Red Grapefruit 15.2 Fluid Ounce Plastic Bottle,2,1,1,PepsiCo,Non Alcoholic Beverages  Ready to Drink,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
1001349,12000150074,"MIST TWST, SPARKLING FLAVORED SODA, CHERRY LEMON LIME, CHERRY LEMON LIME",2,2,2,Pepsi-Cola North America Inc.,Soda,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
519221,12700001003,OVEN READY LASAGNA MADE WITH EGGS,2,2,1,New World Pasta Company,Pasta by Shape & Type,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
672022,13000514910,"TOMATO KETCHUP, TOMATO",1,1,1,Heinz USA,"Ketchup, Mustard, BBQ & Cheese Sauce",Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
1093089,13451426657,"SHRIMP & CRAB STEW SINGLE SERVE BOWLS, SHRIMP & CRAB STEW",2,1,1,"Tall Tree Foods, Inc.",Frozen Dinners & Entrees,Chest Freezer,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
1000449,13562042302,"GLUTEN FREE BUNNY COOKIES, COCOA & VANILLA",2,0,1,"General Mills, Inc.",Cookies & Biscuits,Pantry,Walmart,220 N Adair St,null,Cornelius,OR,97113
529182,13800144089,"LEAN CUISINE, GINGER GARLIC STIR FRY WITH CHICKEN",1,2,1,Nestle Usa-Frozen Food Division,Frozen Dinners & Entrees,Chest Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
712298,13800981820,"BEEF & CHORIZO XL BURRITOS, BEEF & CHORIZO",2,2,1,Nestle Usa-Frozen Food Division,Frozen Dinners & Entrees,Refrigerator-Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
367541,13964794069,"EDEN'S KITCHEN, BLACKEYE PEAS",2,0,1,Caldo International Inc.,Canned & Bottled Beans,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
651896,13971021004,"FUJI & REDS APPLE CHIPS, FUJI & REDS",2,2,2,Bare Foods Co.,Wholesome Snacks,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
1072629,14100071112,"SWIRL RAISIN CINNAMON BREAD, RAISIN CINNAMON",3,2,2,"Pepperidge Farm, Inc.",Breads & Buns,Pantry,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
810944,14100096559,PEPPERIDGE FARM CRACKERS CHEDDAR,2,0,1,PEPPERIDGE FARM,Biscuits/Cookies,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
720358,14500019271,"SHREDDED CARROTS & BROCCOLI FLORETS WITH SCALLIONS AND GARLIC, LIGHTLY SEASONED WITH SALT & BLACK PEPPER",2,2,1,Pinnacle Foods Group LLC,Frozen Vegetables,Refrigerator-Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
697026,14800103830,"SWEET & SPICY TOMATO COCKTAIL FROM CONCENTRATE, SWEET & SPICY",1,2,1,Mott's LLP,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
597461,15400837828,"ENRICHED MACARONI PRODUCT, ZITI",2,2,1,SHURFINE,Pasta by Shape & Type,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
597767,15400838665,"SPAGHETTI RINGS & MEATBALLS MADE WITH PORK, CHICKEN & BEEF IN TOMATO SAUCE",2,1,2,SHURFINE,Canned Soup,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
735028,15400851770,SUGAR SUBSTITUTE,3,1,2,SHURFINE,"Granulated, Brown & Powdered Sugar",Pantry,Walmart,220 N Adair St,null,Cornelius,OR,97113
1037773,15400866330,SLICED ALMONDS,3,1,2,"Western Family Foods, Inc.","Popcorn, Peanuts, Seeds & Related Snacks",Pantry,Walmart,220 N Adair St,null,Cornelius,OR,97113
698528,15400995757,UNSWEETENED ORANGE JUICE FROM CONCENTRATE,2,2,1,SHURFINE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
422387,15747199177,"AMERICA'S BEST, GUMMY PEACH",2,1,1,Laredo Packing Company,Candy,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
365678,15839001302,"GARDEN OF EATIN, ORGANIC WHOLE WHEAT TORTILLAS",3,3,1,"The Hain Celestial Group, Inc.",Mexican Dinner Mixes,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
812318,15900000531,"SMOKED PREMIUM DELI HAM, SMOKED",2,0,1,Bar-S Foods Co.,"Pepperoni, Salami & Cold Cuts",Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
659070,15900063291,"BOLOGNA, GARLIC",2,2,1,Bar-S Foods Co.,"Pepperoni, Salami & Cold Cuts",Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
