,productID,UPC,productName,category,brandName
220,507078,855883003132,"CENTERPIECE DESSERTS, ORGANIC PIE, APPLE","Cakes, Cupcakes, Snack Cakes",CENTERPIECE DESSERTS
221,531092,45009854384,"ITALIAN - STYLE DELI WRAP WITH HAM, PEPPERONI & SALAMI",Prepared Wraps and Burittos,Triple 'B' Corporation
222,604673,85239021569,"ORGANIC FRUIT PUNCH FLAVORED JUICE DRINK, FRUIT PUNCH","Fruit & Vegetable Juice, Nectars & Fruit Drinks",Target Stores
223,1096223,602652285134,"OATS & HONEY WITH TOASTED COCONUT GRANOLA BARS, OATS & HONEY","Snack, Energy & Granola Bars",KIND Inc.
224,510579,896825001427,LOE NEMECHEK UNSWEETENED TEA,Iced & Bottle Tea,HERBAL MIST TEAS
225,458624,18894775287,SOUTHWEST STYLE PETITE DICED TOMATOES WITH LIME JUICE & CILANTRO,Tomatoes,"Big Y Foods, Inc."
226,360194,51933331853,"PANNER, HAZELNUTTER, CHOCOLATE",Nut & Seed Butters,The Moran Group Incorporated
227,1050189,28400186131,"TINY TWISTS PRETZELS, CHEDDAR","Chips, Pretzels & Snacks",Frito-Lay Company
228,501838,742365004759,ORGANIC 2% REDUCED FAT MILK,Milk,WWF Operating Company
229,871468,78742201221,CRISPY RICE TREATS,Other Snacks,"Wal-Mart Stores, Inc."
230,716102,38000450785,"THE ORIGINAL MINI CRISPY MARSHMALLOW SQUARES, THE ORIGINAL","Cakes, Cupcakes, Snack Cakes",The Kellogg Company
231,425695,23637461433,"CANDY STORE, FRUIT JELLY BEANS",Candy,CANDY STORE
232,754752,31000007379,"BANQUET Classic Turkey Meal, 10 OZ",Ready-Made Combination Meals,Conagra Brands
233,915750,44082031392,"UNSWEETENED CREAMY PEANUT BUTTER, UNSWEETENED CREAMY",Nut & Seed Butters,"Once Again Nut Butter Collective, Inc."
234,599379,884853600224,TAVERN STYLE SUPREME PIZZA,Pizza,Nash Finch Company
235,719812,21130199273,"HOLIDAY SHORTBREAD COOKIES, HOLIDAY",Cookies & Biscuits,"Safeway, Inc."
236,814944,37363009128,"EGGPLANT PARMIGIANA FRESHLY SLICED EGGPLANT LIGHTLY BREADED THEN SMOTHERED IN VINE-RIPENED TOMATO SAUCE AND THREE CHEESES, EGGPLANT PARMIGIANA",Frozen Dinners & Entrees,"Michael Angelo's Gourmet Foods, Inc"
237,526812,75450107272,FUDGE BARS,Ice Cream & Frozen Yogurt,"Hy-Vee, Inc."
238,644188,73416040908,ORGANIC WHITE ARBORIO,Rice,Wehah Farm Inc
239,396477,75856347364,"KLONDIKE, KANDY BARS, BARS, ARTIFICIALLY FLAVORED VANILLA LIGHT* ICE CREAM TOPPED WITH CARAMEL IN A MILK CHOCOLATE FLAVORED COATING WITH PEANUTS, CARAMEL & PEANUTS",Ice Cream & Frozen Yogurt,The Isaly Klondike Company
240,595364,30243788311,"DRIED PINEAPPLE, YOGURT RAISINS, DRIED PAPAYA & MANGO, WALNUTS, DRIED CRANBERRIES",Other Snacks,"Waymouth Farms, Inc."
241,844234,44100268038,"CHOCOLATE WHOLE MILK, CHOCOLATE",Milk,HP Hood LLC
242,374903,716519013072,"MANN'S, BROCCOLI COLE SLAW",Pre-Packaged Fruit & Vegetables,"Mann Packing Company, Inc."
243,757762,38000158445,Kellogg's Special K Cereal Bars Pumpkin Spice .88oz,Cereal/Muesli Bars,Kellogg Company US
244,445564,788709633100,DRIED CHERRIES,Wholesome Snacks,Ferris Coffee & Nut Co.
245,420290,41190041893,"SHOPRITE, RICE MILK, VANILLA",Plant Based Milk,Wakefern Food Corporation
246,572315,41303019313,PURE VEGETABLE OIL,Vegetable & Cooking Oils,"Supervalu, Inc."
247,476271,32797008082,COFFEE CANDY,Candy,ONEG
248,577429,74570658022,CRISPY TRIO LAYERS ICE CREAM,Ice Cream & Frozen Yogurt,"The Haagen-Dazs Company, Inc."
249,407061,24000507918,FRUIT NATURALS MANDARIN ORANGES IN LIGHT SYRUP,Canned Fruit,Del Monte Foods Inc.
250,497101,853247003026,"ALOE GLOE, ORGANIC ALOE WATER",Plant Based Water,LA Aloe LLC
251,525841,75450102093,"VANILLA FLAVORED, CHOCOLATE AND STRAWBERRY ICE CREAM",Ice Cream & Frozen Yogurt,"Hy-Vee, Inc."
252,603550,11110700131,"MEYYELUNE GORGONZOLA & MASCARPONE FILLED PASTA, GORGONZOLA & MASCARPONE",Pasta by Shape & Type,HEMIS FARES
253,362043,36800016743,"FOOD CLUB, GRAHAMS CRAKERS, CHOCOLATE",Cookies & Biscuits,"Topco Associates, Inc."
254,488451,41483028341,ICE CREAM,Ice Cream & Frozen Yogurt,Kemps LLC
255,475187,811406020000,ORGANIC TURKISH APRICOTS,Wholesome Snacks,Penguin Trading Inc.
256,762552,75391060773,SALMON PORT SINGLE SERVE,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.
257,1065783,41190576593,ROUND TOP WHITE ENRICHED SLICED BREAD,Breads & Buns,Wakefern Food Corporation
258,482136,86854059395,SUGAR FREE GELATIN DESSERT,"Gelatin, Gels, Pectins & Desserts",Ingles Markets Inc.
259,429271,410014313094,"CUETARA, FRESCOCO",Cookies & Biscuits,CUETARA
260,476336,3680040646,PIZZA,Pizza,"Topco Associates, Inc."
261,570726,41130380372,CLAM CHOWDER,Other Soups,"Supervalu, Inc."
262,687696,70640015887,"PEPPERMINT STICK, CANDIES ICE CREAM, PEPPERMINT",Ice Cream & Frozen Yogurt,"Wells Enterprises, Inc."
263,422544,21130382255,EUROPEAN CAFE STYLE DARK CHOCOLATE HOT COCOA,Powdered Drinks,"Safeway, Inc."
264,591773,70253287602,DISTILLED WHITE VINEGAR,Other Cooking Sauces,Nash Finch Company
265,1096629,38000204043,"FROSTED CHOCOLATEY FUDGE BITES, FROSTED CHOCOLATEY FUDGE","Cakes, Cupcakes, Snack Cakes",The Kellogg Company 
266,590783,70038651956,ORGANIC GARLIC PEPPER AND CHILI SALT GRINDER,"Seasoning Mixes, Salts, Marinades & Tenderizers",CLEARLY ORGANIC
267,526715,41271028003,COFFEE CREAMER,Milk Additives,Dean Foods Company
268,480736,846548084108,ENTERTAINMENT NUT PLATTER,"Popcorn, Peanuts, Seeds & Related Snacks",WOODPECKER
269,1027179,44000055677,"ORIGINAL CRACKERS, ORIGINAL",Crackers & Biscotti,Nabisco Biscuit Company
270,943594,4099100083989,PINEAPPLE CHUNKS IN 100% PINEAPPLE JUICE,Canned Fruit,SWEET HARVEST
271,471275,49705168660,PREMIUM MILK CHOCOLATE SEA SALT CARAMEL,Chocolate,Market Basket Inc.
272,1090375,852913003476,"MADAGASCAR VANILLA INFUSED MAPLE SYRUP, MADAGASCAR VANILLA INFUSED",Syrups & Molasses,"Madava Sugar Maple, LLC"
273,1094551,75450261417,"CAESAR FAMILY-SIZE SALAD, CAESAR","Pickles, Olives, Peppers & Relishes",DI LUSSO DELI CO.
274,549869,851013006028,"DARK CHOCOLATE CINNAMON, RICE & CACAO COCONUT CREAM, COCONUT FROZEN DESSERT",Other Frozen Desserts,JAWEA
275,426275,41735082176,CINNAMON IMPERIALS,Baking Decorations & Dessert Toppings,Price Chopper Supermarkets
276,944578,85783812828,"KOREAN GOCHUJANG FERMENTED HOT PEPPER SAUCE, KOREAN GOCHUJANG","Ketchup, Mustard, BBQ & Cheese Sauce",Dino Products Corporation
277,1077883,819573014600,"STRAWBERRY, BANANA, OATS & CHIA WITH VITAMIN D & PROBIOTICS WHOLE MILK YOGURT, STRAWBERRY, BANANA, OATS & CHIA",Yogurt,"Nurture, Inc."
278,677084,850241008026,"REAL STRAWBERRIES DARK CHOCOLATE, STRAWBERRIES","Popcorn, Peanuts, Seeds & Related Snacks",TRU FRU
279,440635,35826022783,"FOOD LION, CRANBERRY BEANS",Vegetable and Lentil Mixes,Food Town Stores Inc.
280,423895,77890387108,"WEGMANS, LEMON YOGURT COVERED PRETZELS","Popcorn, Peanuts, Seeds & Related Snacks","Wegmans Food Markets, Inc."
281,469209,812603020251,"SEGGIANO, BELLA DI CERIGNOLA OLIVES","Pickles, Olives, Peppers & Relishes",SEGGIANO
282,359504,7279980,CHEWY CARAMEL CHOCOLATE,Candy,Storck USA LP
283,715212,74175264635,LESS SODIUM SOY SAUCE,"Oriental, Mexican & Ethnic Sauces",STATER BROS.
284,902284,74780377966,"LIME FLAVORED CARBONATED MINERAL WATER, LIME",Water,Nestle Waters North America Inc./perrier
285,540907,44000033354,MINI BREAKFAST BISCUITS,Cookies & Biscuits,Nabisco Biscuit Company
286,506374,898559002268,JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks","CAJ Food Products, Inc."
287,768742,21908104478,Larabar Chocolate Coconut Truffles,Processed Cereal Products,GENERAL MILLS SALES INC.
288,1088419,859278007088,"BLOOD ORANGE RESCUE BEVERAGE, BLOOD ORANGE","Energy, Protein & Muscle Recovery Drinks",#NAME?
289,975823,50000397587,"CLASSIC RICH MILK CHOCOLATE FLAVOR HOT COCOA MIX, CLASSIC RICH MILK CHOCOLATE",Powdered Drinks,Nestle USA Inc.
290,584828,726191135740,CHIPOTLE TURKEY SANDWICH,Prepared Subs & Sandwiches,WAWA
291,1070283,741643031104,KETCHUP,"Ketchup, Mustard, BBQ & Cheese Sauce","Lowe's Food Stores, Inc."
292,852218,74175003760,"CHICKEN WITH RICE CONDENSED SOUP, CHICKEN WITH RICE",Canned Condensed Soup,Stater Bros. Markets Inc.
293,415681,28674337277,BOX HEARTS CANDY PAL GIFT,Chocolate,"Progressive Balloons, Inc."
294,800093,884853610988,WILD CAUGHT SPINACH FETA SALMON BURGER,Frozen Patties and Burgers,Nash Finch Company
295,412928,891770002161,PROBIOTICS JUICE DRINK,Other Drinks,Nextfoods LLC
296,556848,99482458393,SAUCE,Dips & Salsa,"Whole Foods Market, Inc."
297,366044,605021001052,"MRS DASH, SLOPPY JOE SEASONING MIX","Seasoning Mixes, Salts, Marinades & Tenderizers","Up Country Naturals Of Vermont, Inc."
298,584153,21333951234,SKINLESS BRATWURST,"Sausages, Hotdogs & Brats",FAREWAY
299,1023061,19061490156,RAW CASHEWS,"Popcorn, Peanuts, Seeds & Related Snacks",Mountain Man Nut & Fruit Co.
300,517393,859943003568,EXERCISE HYDRATION SPORTS DRINK MIX,"Energy, Protein & Muscle Recovery Drinks",Skratch Labs Inc.
301,452712,705105890715,"AMERICAN GRA-FRUTTI, ANGELS, ALMOND","Cakes, Cupcakes, Snack Cakes",Brittany Records
302,491691,858717004428,SESAME NOODLES,All Noodles,REVOLUTION FOODS
303,721942,854616007331,"TRADITIONAL CATSUP, TRADITIONAL","Ketchup, Mustard, BBQ & Cheese Sauce",SAUCE APPEAL
304,702066,4013900976777,MILK CHOCOLATE FILLED WITH 4 PRALINE-EGGS & 2 CHOCOLATE,Candy,GEFULLT MIT
305,396710,41322378965,"FARMRICH, BUFFALO STYLE BREADED CHICKEN WINGS",Frozen Appetizers & Hors D'oeuvres,Rich Products Corporation
306,865208,75450097337,1% LOWFAT SMALL CURD COTTAGE CHEESE,Cheese,"Hy-Vee, Inc."
307,406741,762111986405,SWEETENED ICED COFFEE,Coffee,Starbucks Coffee Company
308,774290,38000273100,BLUEBERRY WAFFLES,"Frozen Pancakes, Waffles, French Toast & Crepes",The Kellogg Company 
309,453016,852736005176,"THE MAINE PIE CO., APPLE CRUMB PIE",Frozen Bread & Dough,Kennebunkport Pie CompanyLLC
310,575480,42187406251,TOMATO PASTE,Tomatoes,"S. M. Flickinger Co., Inc."
311,608758,16000509825,Fiber One Protein Peanut Butter Chewy Bar,Processed Cereal Products,GENERAL MILLS SALES INC.
312,508807,78742048840,FRENCH STYLE GREEN BEANS,Canned Vegetables,"Wal-Mart Stores, Inc."
313,640844,855740004012,"MAYO DIPPING SAUCE ROASTED GREEN CHILE, MEDIUM",Salad Dressing & Mayonnaise,MACHO
314,449466,70038642107,BUTTER PECAN PREMIUM ICE CREAM,Ice Cream & Frozen Yogurt,BEST CHOICE
315,855726,41331059299,CHIA,Other Grains & Seeds,"Goya Foods, Inc. "
316,668126,42608459248,PAPAYA BLEND FRESH PRESSED JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks","Florida Bottling Company, Inc."
317,560415,186852000846,"ALPHONSO MANGO DAIRY-FREE SORBETTO, ALPHONSO MANGO",Ice Cream & Frozen Yogurt,Talenti 1 Inc.
318,386570,711526234595,SPAGHETTI SAUCE,Prepared Pasta & Pizza Sauces,The Pasta House Company
319,440071,21140309594,"WINN DIXIE, CREAM CHEESE, ORIGINAL",Cheese,"Winn-Dixie Stores, Inc."
320,488054,85239730959,ICE CREAM,Ice Cream & Frozen Yogurt,Target Stores
321,927806,25537200068,"MANGO MOUSSE, MANGO",Frozen Fruit & Fruit Juice Concentrates,Taste It Presents Inc.
322,576704,11110027412,ICE CREAM,Ice Cream & Frozen Yogurt,The Kroger Co.
323,512413,85239146699,"APPLE JUICE BEVERAGE, APPLE","Fruit & Vegetable Juice, Nectars & Fruit Drinks",Target Stores
324,546167,75050782985,RED THAI CURRY SAUCE,"Oriental, Mexican & Ethnic Sauces",House Of Tsang
325,797957,716519090080,SINGLE CUT BETTER ROMAINE,Pre-Packaged Fruit & Vegetables,"Mann Packing Company, Inc."
326,637618,711535506898,"CHICKEN STOCK, CHICKEN",Canned Soup,Star Markets Co.
327,449201,71279785196,SUPER GREENS,Pre-Packaged Fruit & Vegetables,Fresh Express Incorporated
328,396944,39978004055,CRANBERRY HERITAGE BEANS,Vegetable and Lentil Mixes,"Bob's Red Mill Natural Foods, Inc."
329,434671,721605267758,MILK CHOCOLATE,Chocolate,"Hebert Confections, LLC"
330,753724,27000419588,"SNACK PACK Pudding Merengue Pie, 13 OZ",Desserts/Dessert Sauces/Toppings,Conagra Brands
331,980655,49000050103,COLA,Soda,Coca-Cola USA Operations
332,510301,45421849784,CRISPY CHICKEN BREAST,Frozen Appetizers & Hors D'oeuvres,Koch Foods Of Mississippi
333,408561,687652193108,GOAT CHEESE,Cheese,Sierra Nevada Cheese Co.
334,888710,36800048713,"ENRICHED MACARONI PRODUCT, FARFALLE",Pasta by Shape & Type,"Topco Associates, Inc."
335,1037783,36632011237,"GREEK YOGURT BLENDED WITH ALMOND BUTTER, ALMOND BUTTER",Yogurt,"Danone US, LLC"
336,561123,72058617349,GRAVY MIX,Gravy Mix,"Kent Precision Foods Group, Inc."
337,362693,818512017320,ORGANIC VEGGIE & FRUIT SQUEEZABLE SNACKS,Wholesome Snacks,"Sprout Foods, Inc."
338,486928,71505005302,SANDWICH SLICES,Cheese,"Schreiber Foods, Inc."
339,378411,28800130758,BAKED BEANS,Canned & Bottled Beans,Hanover Foods Corporation
340,437668,854719006033,"OUTRAGEOUS BAKING, CHOCOLATE ZUCCHINI BREAD",Breads & Buns,Outrageous Baking Company
341,387672,11213085203,"SPARTAN, ALFREDO SAUCE, ROASTED GARLIC",Prepared Pasta & Pizza Sauces,SPARTAN
342,1053975,34000877072,MILK CHOCOLATE,Chocolate,The Hershey Company
343,650908,43000057926,"HOT & SPICY SEASONED COATING MIX, HOT & SPICY","Seasoning Mixes, Salts, Marinades & Tenderizers",SHAKE N' BAKE
344,697730,768395518134,DISPENSER WITH CANDY PIECES,Candy,Ross Acquisition Inc.
345,366338,81363365906,"NEW YORK STYLE, SWEET SWIRLS SNACK CRISPS, CHOCOLATE",Other Snacks,"B&G Foods North America, Inc."
346,510001,7078404968,ICE CREAM BARS,Ice Cream & Frozen Yogurt,"Tops Markets, LLC"
347,600197,15400853262,NAVY BEANS,Vegetable and Lentil Mixes,SHURFINE
348,1050233,28400105491,"SANDWICH CREME COOKIES, VANILLA",Cookies & Biscuits,Frito-Lay Company
349,609842,16000461390,Betty Crocker Roasted Garlic Potatoes Family Size,Vegetable Based Products / Meals,GENERAL MILLS SALES INC.
350,754398,612781102639,"Marie Callender's Frozen Pie Dessert, Cherry Crunch, 40 Ounce, 40 OZ",Sweet Bakery Products,Conagra Brands
351,965271,78742081328,"GLACIER RANCH TORTILLA CHIPS, GLACIER RANCH","Chips, Pretzels & Snacks","Wal-Mart Stores, Inc."
352,1068117,708971916794,"FROSTED SUGAR COOKIES, FROSTED",Cookies & Biscuits,Lofthouse Foods
353,489579,815099020019,CLASICO TORTILLA CHIPS,"Chips, Pretzels & Snacks","Late July Snacks, LLC"
354,378206,11274000375,"J&J, BUTTER STICKS",Butter & Spread,J & J Dairy Products Inc.
355,822114,42400220121,SWEETENED CORN PUFF CEREAL WITH REAL COCOA,Cereal,MOM Brands Company
356,722440,30223024347,"GREEN & RED CABBAGE, SHREDDED ROMAINE, TORTILLA STRIPS, KALE, CARROTS, 4-CHEESE MEXICAN BLEND WITH CREAMY SALSA RANCH DRESSING CHOPPED KIT, SALSA RANCH",Pre-Packaged Fruit & Vegetables,"Taylor Fresh Foods, Inc."
357,925030,36800472198,"JELLIED CRANBERRY SAUCE, JELLIED CRANBERRY",Canned Fruit,"Topco Associates, Inc."
358,1065603,11246790532,"FARM HOUSE BERRY FRUIT SPREAD, FARM HOUSE BERRY","Jam, Jelly & Fruit Spreads",Cincinnati Preserving Company
359,679172,21131301668,"BAKED TURKEY MEATBALLS IN A CRUSHED TOMATO BASIL SAUCE MEAL, BAKED TURKEY MEATBALLS IN A CRUSHED TOMATO BASIL SAUCE",Frozen Dinners & Entrees,Marie Callender's Retail Foods
360,358441,72730100022,UNSALTED BUTTER,Butter & Spread,"Prairie Farms Dairy, Inc."
361,626862,713733375443,MUSHROOM STEAMS & PIECES,Canned Vegetables,"Meijer, Inc."
362,589878,11110785831,DELICATE TASTE MAPLE SYRUP,Syrups & Molasses,The Kroger Co.
363,663182,44700002100,"UNCURED JUMBO WIENERS, UNCURED","Sausages, Hotdogs & Brats",Oscar Mayer Foods Corp.
364,923130,41318230000,PURE GRANULATED SUGAR,"Granulated, Brown & Powdered Sugar","Schnuck Markets, Inc."
365,562894,41270015349,MOZZARELLA CHEESE,Cheese,"Iga, Inc."
366,755900,72655001107,"HEALTHY CHOICE Cafe Steamers Asian Beef Teriyaki, 9.5 OZ",Grain Based Products / Meals,Conagra Brands
367,620716,71673001069,FAMILY WHITE BREAD,Breads & Buns,"Bimbo Bakeries USA, Inc."
368,928084,853753008218,"PEPPERMINT BARK IN DARK CHOCOLATE 2 CREME FILLED CRISPY WAFERS, PEPPERMINT BARK",Cookies & Biscuits,"Little Secrets, LLC"
369,800029,692752108037,ORGANIC COCONUT OIL,Vegetable & Cooking Oils,"Nutiva, Inc."
370,724970,41498255695,"PEANUT BUTTER TOAST CRACKERS SANDWICHES, PEANUT BUTTER",Flavored Snack Crackers,SAVORITZ 4 KIDS
371,851054,29000020009,"SALTED CARAMEL PEANUTS, SALTED CARAMEL","Popcorn, Peanuts, Seeds & Related Snacks",Nabisco Food Company
372,1075711,849429000990,"FRUIT PUNCH SPARKLING DRINK, FRUIT PUNCH",Water,ZEVIA LLC
373,371410,722776532409,"NECTRESSE, NO CALORIE SWEETENER","Granulated, Brown & Powdered Sugar",NECTRESSE
374,537285,75460926191,LEMONADE,Soda,CRYSTALLINE
375,531734,713733275484,CREAMY BUTTER MASHED POTATOES,"Entrees, Sides & Small Meals","Meijer, Inc."
376,741530,20734015,"LOW-MOISTURE PART-SKIM FANCY SHREDDED MOZZARELLA CHEESE, MOZZARELLA",Cheese,LIDL
377,795441,846533000359,WAFER,Cookies & Biscuits,Shree Bhavani Inc
378,362650,77385123457,"KIRBY, BLACK BEANS, CREOLE SEASONING, READY TO EAT",Canned & Bottled Beans,Kirby Foods Inc.
379,575486,78742267425,SHREDDED MOZZARELLA CHEESE,Cheese,"Wal-Mart Stores, Inc."
380,1076225,71117021295,"CREAMY CAULIFLOWER, CREAMY",Other Deli,"Reser's Fine Foods, Inc."
381,471613,73866103963,PEPPERMINT CANDY PIECES IN DARK BELGIAN CHOCOLATE,Chocolate,Kings Super Markets Inc
382,581899,99482469375,ORGANIC SPICY KOREAN GOCHUJANG MUSTARD,"Ketchup, Mustard, BBQ & Cheese Sauce","Whole Foods Market, Inc."
383,865420,70038643517,"ORGANIC BEEF JERKY, PEPPERED",Other Snacks,"Associated Wholesale Grocers, Inc."
384,1037965,52100007748,"EVERYTHING BAGEL WITH SESAME SEED ONION, GARLIC SALT AND POPPY SEED ALL PURPOSE SEASONING, EVERYTHING BAGEL","Seasoning Mixes, Salts, Marinades & Tenderizers","McCormick & Company, Inc."
385,725670,82657446769,"SPARKLING NATURAL SPRING WATER, BLACK CHERRY",Water,Nestle Waters North America Inc./deer Park
386,1086129,824295136974,"ANTIOXIDANT ALMONDS, DRIED SWEETENED CRANBERRIES & BLUEBERRIES, CASHEWS & PEPITAS MIX, ANTIOXIDANT","Popcorn, Peanuts, Seeds & Related Snacks","John B. Sanfilippo & Son, Inc."
387,746000,41498212001,"SWEET & SALTY NUT, CASHEW","Snack, Energy & Granola Bars",Aldi-Benner Company
388,520530,13120012037,SEASONED SHREDDED POTATOES,"French Fries, Potatoes & Onion Rings",Heinz Frozen Food Company
389,407654,79813061010,"BOURSIN, LIGHT CHEESE DIP, GARLIC & HERBS",Cheese,Societe Commerciale Boursin
390,414781,38900033309,APPLES IN RASPBERRY GEL,"Gelatin, Gels, Pectins & Desserts",Dole Packaged Foods Company
391,768622,12546004855,TRIDENT GUM PEPPERMINT 1X3.000 PK,Confectionery Products,Mondelez Int. US (0074819091009)
392,989719,21000051717,"AGED SWISS CHEESE SLICES, AGED SWISS",Cheese,Kraft Heinz Foods Company
393,936812,4099100079715,"UNSWEETENED APPLESAUCE, UNSWEETENED",Wholesome Snacks,SIMPLY NATURE
394,844734,19473006181,"ICE CREAM, BLACK RASPBERRY CHOCOLATE CHUNK",Ice Cream & Frozen Yogurt,Toft Dairy Inc.
395,474324,899174001148,CREAMY FRESH CHEESE,Cheese,CLOUMAGE
396,600188,15400821391,"BROWN GRAVY MIX, BROWN",Gravy Mix,SHURFINE
397,818854,41497546114,"FROSTED STRAWBERRY TOASTER PASTRIES, FROSTED STRAWBERRY","Croissants, Sweet Rolls, Muffins & Other Pastries","Weis Markets, Inc."
398,952209,855088005061,"PLAIN UNSWEETENED CREAM ON TOP YOGURT, PLAIN UNSWEETENED",Yogurt,Maple Hill Creamery
399,379708,41780020079,"UTZ, POTATO CHIPS, ORIGINAL","Chips, Pretzels & Snacks","UTZ Quality Foods, Inc."
400,431424,868654251199,"ROYAL SNACKS, ROASTED & UNSALTED PEANUTS","Popcorn, Peanuts, Seeds & Related Snacks",ROYAL SNACKS
401,499555,891770002147,PROBIOTIC JUICE DRINK,Other Drinks,Nextfoods LLC
402,874702,70038648536,ORGANIC MINESTRONE SOUP,Canned Soup,"Associated Wholesale Grocers, Inc."
403,505815,830028001129,MOJITO MINT,Chewing Gum & Mints,PUR
404,828196,708971918668,"LOFTHOUSE, FROSTED SUGAR COOKIES",Cookies & Biscuits,Lofthouse Foods
405,499737,74410530525,"YAMASHIN, POWDERED AGAR-AGAR",Vegetable and Lentil Mixes,"Wismettac Asian Foods, Inc."
406,764276,75391016008,MAHI-MAHI PIECES,Fish  Unprepared/Unprocessed,"BEAVER STREET FISHERIES, INC."
407,650864,29000018587,HALVES & PIECES CASHEWS,"Popcorn, Peanuts, Seeds & Related Snacks",Nabisco Food Company
408,883774,817992020028,"MOCHA JAVA COFFEE KOMBUCHA, MOCHA JAVA COFFEE",Other Drinks,Revive Brands
409,974701,748159114406,"LOUISIANA HOT SAUCE, LOUISIANA","Ketchup, Mustard, BBQ & Cheese Sauce","Trappey's Fine Foods, Inc."
410,392114,41900077976,REDUCED FAT ICE CREAM,Ice Cream & Frozen Yogurt,Dean Foods Company
411,486094,11110804334,FREEZER POPS,Ice Cream & Frozen Yogurt,The Kroger Co.
412,447971,30034088187,BEEF FRANKS,"Sausages, Hotdogs & Brats","Giant Eagle, Inc."
413,530096,74030660954,MOZZARELLA CHEESE,Cheese,"Sorrento Cheese Co., Inc."
414,561240,71537021127,SELTZER,Water,POLAR
415,580728,884912294531,CEREAL,Cereal,POST
416,953011,36800416895,"DELUXE WITHOUT PEANUTS MIXED NUTS, DELUXE","Popcorn, Peanuts, Seeds & Related Snacks","Topco Associates, Inc."
417,1019709,75450199703,"UNSWEETENED MANGO CHUNKS, UNSWEETENED",Frozen Fruit & Fruit Juice Concentrates,"Hy-Vee, Inc."
418,480065,53691598387,CHICKEN DRUMSTICKS IN SPICY CHIPOTLE BBQ SAUCE,Cooked & Prepared,FARMINGTON FOODS
419,739596,20601414600,"OLD FASHIONED OATS, OLD FASHIONED",Cereal,HEINEN'S
420,378406,810984020075,"TORTOLINES, SPICY FLAVORED PLANTAIN CHIPS","Chips, Pretzels & Snacks",TORTOLINES
421,557084,70253292095,SPARKLING WATER BEVERAGE,Water,Nash Finch Company
422,736156,38000214288,"HONEY ALMOND ANCIENT GRAINS CEREAL, HONEY ALMOND ANCIENT GRAINS",Cereal,The Kellogg Company
423,391338,11110583338,SWISS ALL NATURAL CHEESE,Cheese,The Kroger Co.
424,863886,40000503279,"DARK CHOCOLATE CANDIES, DARK CHOCOLATE",Candy,Mars Chocolate North America LLC
425,539767,29519223182,BROWNIE BLISS,"Cakes, Cupcakes, Snack Cakes","Dawn Food Products, Inc."
426,426793,70552501669,"WINCO FOODS, POTATO CHIPS, CLASSIC","Chips, Pretzels & Snacks","Winco Foods, Inc."
427,601578,36800243323,"ENRICHED MACARONI PRODUCT, PASTA RIBBONS",Pasta by Shape & Type,"Topco Associates, Inc."
428,678776,38000181696,"SWEETENED CEREAL, APPLE & CINNAMON",Cereal,The Kellogg Company
429,490620,72320710013,CRACKER STICK WITH DIP,Crackers & Biscotti,D. F. Stauffer Biscuit Co. Inc
430,670568,41736070011,"GLAZE WITH BALSAMIC VINEGAR OF MODENA, GLAZE",Other Condiments,FILIPPO BERIO
431,604085,41380199557,"CHICKEN STUFFING MIX, CHICKEN",Stuffing,"Unified Grocers, Inc."
432,586399,840423102055,"CHICKEN MEATBALLS IN GARLIC WINE SAUCE WITH WHOLE WHEAT ROTINI, WHITE BEANS & GREENS TOPPED WITH A BLEND OF PARMESAN & MOZZARELLA FLIPPED BOWL",Frozen Dinners & Entrees,"LYFE Kitchen Retail, Inc."
433,636824,41318030310,"VEGETABLE STOCK, VEGETABLE",Canned Soup,"Schnuck Markets, Inc."
434,531877,70784509983,PASTEL MILK NO PAREILS CANDY,Chocolate,"Tops Markets, LLC"
435,777950,74175131302,DRIED BANANA CHIPS,Wholesome Snacks,Stater Bros. Markets Inc.
436,923408,74923408991,FABULOUS FRIES,"Chips, Pretzels & Snacks","Great American Foods, Inc."
437,482550,83057133204,GREEK NONFAT YOGURT,Yogurt,Belfonte Ice Cream
438,461202,88724168893,YOGURT GRANOLA PARFAIT MIXED BERRY,Yogurt,MARY'S HARVEST
439,856460,75450076424,"UNSALTED TOPS SALTINE CRACKERS, UNSALTED TOPS",Crackers & Biscotti,"Hy-Vee, Inc."
440,491888,704863032030,TEENAGE MUTANT NINJA TURTLES POWER MUFFINS,Frozen Bread & Dough,Classic Cooking Inc.
441,423610,72320124605,"STAUFFER'S, PUMPKIN SPICE SNAPS",Cookies & Biscuits,D. F. Stauffer Biscuit Co. Inc
442,1069449,744473000333,"UNSWEETENED VANILLA COCONUTMILK YOGURT ALTERNATIVE, UNSWEETENED VANILLA",Yogurt,"Danone US, LLC"
443,493371,801510000005,COCONUT WATER,Plant Based Water,COCO NIAU
444,459638,34507140051,SMOKED WILD SALMON,Fish & Seafood,Seabear Company
445,587581,7203678699,CHEESE CRACKERS,Flavored Snack Crackers,Harris-Teeter Inc.
446,904522,4656702988,FREEZE-DRIED APPLES,Wholesome Snacks,Raley's
